item_no,description,qty,location,plant_id
LUBE001007,DRI - DELISTING CFIA # S288,7,,1
LUBE001008,NEVESTANE XMF#2 ,19,E5D,1
LUBE001009,RTV 732 SILICONE WHITE ,20,E5G,1
LUBE001010,SUNVIS 11154 AIRLUBE - DELISTED NOW USE LUBE001040,,,1
LUBE001010,SUNVIS 11154 AIRLUBE - DELISTED NOW USE LUBE001040,0,E6F,1
LUBE001011,DOW CORNING VALVE LUBRICANT & SEALANT ,3,E5F,1
LUBE001012,RTV 732 SILICONE ALUMINUM,,,1
LUBE001012,RTV 732 SILICONE ALUMINUM,0,E5H,1
LUBE001013,WALTERS BOLT OUT PENETRATING LUBE - DELISTING,,,1
LUBE001013,WALTERS BOLT OUT PENETRATING LUBE - DELISTING,0,E6B,1
LUBE001014,CHAIN LUBRICANT -FOOD GRADE,2,,1
LUBE001015,AIR LINE LUBE - BEL/RAY,2,,1
LUBE001016,PREVENTIVE MAINENANCE PLUS LUBE,15,,1
LUBE001018,SCRAM,9,,1
LUBE001019,LUB SILICONE LUBRICANT - SWITCHING TO LPS FOOD GRADE ,,,1
LUBE001019,LUB SILICONE LUBRICANT - SWITCHING TO LPS FOOD GRADE ,2,E6E,1
LUBE001020,RTV 732 SILICONE - ALUMINUM,12,,1
LUBE001021,RTV 732 SILICONE - CLEAR,5,,1
LUBE001028,MAXILUBE FG - WHITE GREASE CFIA # C032 - NOW USE lube001029 FROM KINECORE (AUGUST 2007),,,1
LUBE001028,MAXILUBE FG - WHITE GREASE CFIA # C032 - NOW USE lube001029 FROM KINECORE (AUGUST 2007),0,E5F,1
LUBE001029,NEVASTANE 2 PLUS,,,1
LUBE001029,NEVASTANE 2 PLUS,11,,1
LUBE001030,KROWN PENETRATING OIL  400G CAN (12/CASE) CFIA # K134,11,E6C,1
LUBE001031,STATE PEN  CFIA # S288 - TO BE REPLACED BY KROWN KP53,0,,1
LUBE001032,NEVASTANE XS80 (10 per case),12,E5E,1
LUBE001037,SSD2 - DEGREASER - DELISTING CFIA # S288,,,1
LUBE001037,SSD2 - DEGREASER - DELISTING CFIA # S288,0,E6C,1
LUBE001040,NEVASTANE AW 22 -  AIRLINE LUBE,12,SHOP,1
LUBE001041,RAPID WRENCH - TO BE DELISTED & replaced with Krown 73,,,1
LUBE001041,RAPID WRENCH - TO BE DELISTED & replaced with Krown 73,9,E6D,1
LUBE001042,OFF GUARD - ELECTRICAL,8,,1
LUBE001043,KROWN KL 73 LUBRICANT CFIA # K134 (12 PER CASE),5,,1
LUBE001044,THREAD - EZE ULTRA CFIA # N003,,,1
LUBE001044,THREAD - EZE ULTRA CFIA # N003,0,,1
LUBE001045,ULTRA SEAL STRAW FOAM,3,,1
LUBE001046,CRYOVAC FG GREASE - LT,2,E6B,1
LUTTUM0001,3 POSITION INDICATOR LAMP HEAD,4,D4D,1
LUTTUM0002,3 POSITON INDICATOR LAMP HEAD,1,D4D,1
LUTTUM0003,2 POSITION BUTTON ENCLOSURE DANIEL WOODHEAD,1,D4D,1
LUTTUM0004,O-RING,12,D4D,1
LUTTUM0005,SEAL - OBSELETE,,,1
LUTTUM0005,SEAL - OBSELETE,0,D4E,1
LUTTUM0006,DECANTER BALL - PLASTIC,2,D4E,1
LUTTUM0007,"VALVE 1/4""",0,D4E,1
LUTTUM0009,GASKET FOR PORTHOLE - CLEANING HATCH,3,FENDWALL,1
LUTTUM0010,GASKET FOR LARGE DOOR,2,FWALLEND,1
LUTTUM0011,VACUUM CANISTER,1,DA4,1
LUTTUM0012,"3/8"" X 3/8"" X 78.25"" WHITE NITRILE FOOD GRADE RUBBER",0,D4A,1
LUTTUM0013,"3/8"" X 3/8"" X 65.94"" WHITE NITRILE FOOD GRADE RUBBER",0,D4A,1
LUTTUM0014,SPHERICAL ROOLER BEARING,2,,1
LUTTUM0020,VACUUM CANISTER GASKET,2,,1
LUTTUM0021,SEAL FOR HOUSING,2,,1
LUTTUM0022,SNNL ADAPTER SLEEVES,4,,1
LUTTUM0023,COUPLING CHAIN,1,,1
MAKE-UP,VIDEOJET MAKE UP ,114,,1
MAKEUP,MAKEUP - BESTCODE ,,,1
MAKEUP,MAKEUP - BESTCODE ,27,,1
MARKER0001,ELECTRICAL WIRE MARKER,1,F3D,1
MARKER0002,ELECTRICAL WIRE MARKER,1,F3D,1
MARKER0003,ELECTRICAL WIRE MARKER,3,F3D,1
MARKER004,BALL TIP METAL MARKERS (YELLOW),2,F3D,1
MAS0001,SPACERS FOR MASCESSRATOR,6,,1
MAS0002,BLADES FOR MACERATOR,115,,1
MAS0003,BEARING - MASCERATOR,4,,1
MAS0004,SPROCKET (LARGE) FOR MASSCERATOR,2,D4D,1
MAS0005,SPROCKET (SMALL) FOR MASSCERATOR,1,,1
MASK,DISPOSABLE RESPIRATORS (144 PER CASE),,,1
MEASLI01,OPTIMA VALVE 2 REMOTE PILOTS,2,,1
MEASLI02,"CYLINDER SEAL KIT V3.0 3-1/4""",2,,1
MECCLA0001,"7/16"" TO 25/32"" HOSE CLAMP",45,A5I,1
MECCLA0002,"9/16"" TO 1 1/16"" HOSE CLAMPS",28,A5I,1
MECCLA0003,"13/16"" TO 1 1/2"" HOSE CLAMPS",26,A5I,1
MECCLA0004,"1 1/16"" TO 2"" HOSE CLAMPS",17,A5I,1
MECCLA0005,"1 9/16"" TO 2 1/2"" HOSE CLAMPS",13,A5I,1
MECCLA0006,"2 1/16"" TO 3"" HOSE CLAMPS",24,A5I,1
MECCLA0007,"7/16"" TO 25/32"" NARROW HOSE CLAMP",12,A5I,1
MECCLA0010,DESTACO CLAMP S/S,3,A5I,1
MECCLA0011,DESATCO CLAMP S/S,2,A5I,1
MECCLA0012,DESTACO CLAMP S/S,5,A5I,1
MECCLA0013,DESTACO CLAMP S/S,2,A5I,1
MECCLA0020,S/S GEAR CLAMP,4,A5I,1
MECFIT0001,"3/8"" HOSE BARB SPLICER",3,A7I,1
MECFIT0002,"1/2"" HOSE BARB SPLICER",2,A7I,1
MECFIT0003,"5/8"" BARB SPLICING",4,,1
MECFIT0005,"1/4"" BARB X 1/8"" MNPT",10,A7I,1
MECFIT0006,"1/4"" BARB X 1/4"" MNPT",10,A7I,1
MECFIT0007,"1/4"" BARB X 3/8"" MNPT",9,A7I,1
MECFIT0008,"1/4"" BARB X 1/2"" MNPT",3,A7I,1
MECFIT0015,"3/8"" BARB X 1/4"" NMPT",15,A7I,1
MECFIT0016,"3/8"" BARB X 3/8"" MNPT",4,A7I,1
MECFIT0017,"3/8"" BARB X 1/2"" MNPT",3,A7I,1
MECFIT0024,"5/8"" HOSE BARB X 1/2 NPT",7,,1
MECFIT0025,"1/2"" BARB X 3/8"" MNPT",9,A7J,1
MECFIT0026,"1/2"" BARB X 1/2"" MNPT",8,A7J,1
MECFIT0027,"1/2"" BARB X 3/4"" MNPT",9,A7J,1
MECFIT0035,"3/4"" BARB X 1/2"" MNP",10,A7J,1
MECFIT0036,"3/4"" BARB X 3/4"" MNPT",9,A7J,1
MECFIT0040,"3/4"" NYLON BARB X 3/4"" MNPT",5,A7J,1
MECFIT0041,"1"" BARB X 1""  BARB - NYLON",11,,1
MECPAC0001,"GARLOCK PACKING 5000 X 5/16""",10,A7J,1
MECPAC0002,GARLOCK PACKING 5889 X 1/4,33.4,A7J,1
METDET0001,SMC AIR CYLINDER,1,B9E,1
METDET0002,NUMATIC SOLENOID VALVE,2,B9E,1
METDET0003,COIL FOR NUMATIC SOLENOID VALVE,1,B9E,1
METDET0004,".BRG 2 BOLT FLANGE X 1"" BORE PLASTIC",3,B9E,1
METDET0005,"CYLINDERS - LIN ACT - 10"" STROKE - 1.5 X 10 DBL ACT REAR PIVOT MNT",2,B9E,1
METDET0007,BASE FOR 11SAD4000013T,,,1
METDET0007,BASE FOR 11SAD4000013T,0,B9E,1
METDET0008,CARRYING BELT FOR MD,0,B9E,1
METDET0011,5470 SOLENOID VALVE,0,B9E,1
METDET0012,AC CABLE PLUG ,1,B9E,1
METDET0013,PHOTO EYE - ABBEY METAL DETECTOR,1,,1
METDET0014,REFLECTOR - ABBEY METAL DET.,4,,1
METDET0015,PIPELINE REBUILD KIT - FORTRESS METAL DET.,2,,1
METDET0015A,DISCHARGE SEAL (TEFLON),1,,1
METDET0015B,INLET SEAL (TEFLON),1,,1
METDET0016,CONVEYOR DRIVE COUPLING - ANRITSU,5,,1
METDET0017,CONTROL TOWER STACK LIGHT,0,,1
METDET0018,SOUND MODULE DUAL TONE,0,,1
METDET0019,A-B BASE POLE MOUNT 10 CM,0,,1
METDET0020,FINDER RELAY (LOMA MD),3,,1
METDET0021,INLINE FLOW CONTROL INION 3/8,4,,1
METDET0022,MR BIT 1/4 REGULATOR,1,,1
METDET0023,GAUGE 1.5-160-1-8CBM,1,,1
METINJ0001,NEEDLE QUADRO 3MM 0.6MM HOLES - INVENTORY CODE CHANGED TO INJ0003,0,D4C,1
METINJ0002,CAM FOLLOWER INJECTOR,1,DC4,1
MICSW01100,HONEYWELL- MICROSWITCH DOOR LIMIT,1,F8C,1
MICSW01103,HONEYWELL MICROSWITCH (CHOPPER),1,F8C,1
MICSW01906,SWITCH ENCLOSED MICROSWITCH,1,F8C,1
MICSW02900,MICROSWITCH- OPERATING HEAD TOP PLAIN PLUNGER ,3,F8C,1
MICSW02901,MICROSWITCH- OPERATING HEAD SIDE ROLLER PLUNGER ,2,F8C,1
MICSW02902,MICROSWITCH- OPERATING HEAD SIDE ROLLER PLUNGER,3,F8C,1
MICSW02903,MICROSWITCH- BASE RECEPTACLE 10A125-250V AC,3,F8C,1
MICSW02904,MICROSWITCH- BASE RECEPTACLE 15A 125/250/420VAC,4,F8C,1
MICSW02905,MICROSWITCH- SWITCH ARM,23,F8C,1
MICSW02906,MICROSWITCH- OPERATING LEVER,1,F8C,1
MISC01,GAS SHOCKS - FOR VARIOUS LIFTS,4,,1
MIXLIG0001,SNAP RING,2,C1I,1
MIXLIG0002,CHUCK SCREW,1,C1I,1
MIXLIG0003,CHUCK GRIP,1,C1I,1
MIXLIG0004,LIMIT PIN,1,C1I,1
MIXLIG0005,CHUCK WASHER,5,C1I,1
MIXLIG0006,"PROPELLER 3.6"" DIA. 5/8"" BORE",1,C1I,1
MIXLIG0007,"S/S SPLIT COUPLING (C/W K-WAY) 7/8"" BORE",1,,1
MIXTEMP006,BEARING SEAL,4,C1I,1
MIXTEMP011,"GASKET O'RING MOLDED 2""",1,C1I,1
MIXTEMP012,S/S COUPLING,1,C1I,1
MOT12HP,"STAINLESS STEEL LEESON MOTOR 1/2HP 115/208-230, 1800RPM",,,1
MOT34HP,MTR 1PH 3/4HP 1x2 1800 56C LEESON SS,1,,1
MUB001,BRAKE RESISTANCE,1,,1
MUE001,CENTER BEARING - FOX WRAPPER MACHINE,1,,1
MUE002,FLANGE BLOCK HOUSING - MUELLER,0,,1
MUE003,COMPOSITE  WHEEL - FOX PALLET WRAPPER,20,,1
MUL01,"BLACK BAKER INK , I23012",,,1
MUL01,"BLACK BAKER INK , I23012",0,,1
MUL5300001,O-RING,10,D1A,1
MUL5300002,KIT - GASKET SET,2,D1A,1
MUL5300003,PROXIMITY SWITCH,1,D1A,1
MUL5300004,GASKET SET,1,D1A,1
MUL5300005,PRESSURE SWITCH,1,D1A,1
MUL5300006,MAGNET VALVE COIL,1,D1A,1
MUL5300007,MINIATURE RELAY,2,D1A,1
MUL5300008,SAFETY RELAY,2,D1A,1
MUL5300009,CARTRIDGE FUSE,12,D1A,1
MUL5300010,CARTRIDGE FUSE,12,D1A,1
MUL5300011,CIRCUIT BREAKER,1,D1B,1
MUL5300011B,CROUZET TIMER,1,,1
MUL5300012,CARTRIDE FUSE,10,D1B,1
MUL5300013,OVERLOAD RELAY,1,D1B,1
MUL5300014,OVERLOAD RELAY,1,D1B,1
MUL5300015,OVERLOAD RELAY,1,D1B,1
MUL5300016,OVERLOAD RELAY,1,D1B,1
MUL5300017,AC CONTACTOR,1,D1B,1
MUL5300018,SHAFT SEAL,2,D1B,1
MUL5300019,O RING,4,D1B,1
MUL5300020,WIPER SEAL,2,D1B,1
MUL5300021,O RING,15,D1B,1
MUL5300022,O RING,49,D1C,1
MUL5300023,GROOVED RING,2,D1C,1
MUL5300024,O RING,10,D1C,1
MUL5300025,O RING,9,D1C,1
MUL5300026,O RING,7,D1C,1
MUL5300027,SPRING,4,D1C,1
MUL5300028,O RING,8,D1C,1
MUL5300029,CIRCUIT BREAKER - 25 AMP,1,D1C,1
MUL5300030,PRESSURE GAUGE -OBS,0,D1C,1
MUL5300031,DRIP RATE GLASS,1,D1C,1
MUL5300032,VALVE COIL,4,D1C,1
MUL5300033,PRESSURE GAUGE,1,D1D,1
MUL5300034,PRESSURE REGULATOR,1,D1D,1
MUL5300035,WABCO PLUG,4,D1D,1
MUL5300036,SAFETY RELAY,2,D1D,1
MUL5300037,FUSE,10,D1D,1
MUL5300038,MAIN POWER SWITCH,1,D1D,1
MUL5300039,KNIFE - SHAPE CUT POINTED TIP,6,D1D,1
MUL5300040,T-GASKET,6,D1D,1
MUL5300041,PROXIMITY SWITCH,3,D1D,1
MUL5300042,SILICONE STRING,35,D1D,1
MUL5300043,HOSE FOR FORMING STATION 22 I.D.,20,D1D,1
MUL5300044,PHOTO-EYES (SET),1,D1D,1
MUL5300044B,PHOTOEYE SENDING UNIT - KA942 SE,2,,1
MUL5300045,S/S ROLLER CHAIN (BRITISH STANDARD ROLLER CHAIN),5,D1E,1
MUL5300046,K-SEAL,2,D1E,1
MUL5300047,TIMING BELT - ENCODER TRANSPORT CHAIN,2,D1E,1
MUL5300048,TIMING BELT - CONVEYOR DRIVE,2,D1E,1
MUL5300049,"ENDLESS BELT C/W PLASTIC LACING12' 1-1/2""  X 15 3/4""",1,C10FLOOR,1
MUL5300050,THERMOCOUPLE - 2WIRE - 6MM,1,D1E,1
MUL5300054,DIAPHRAM-BLADDER BAGS-SEALING PLATE,2,D1F,1
MUL5300055,SWITCH-PROXIMITY-DIE LIFTING,4,D1F,1
MUL5300056,ELEMENT-HEATING-PLUG ASSIST,6,D1F,1
MUL5300057,LINK-CONNECTING-TRANSPORT CHAIN,3,D1F,1
MUL5300058,BLOCK-TERMINAL-88x20x25,0,D1F,1
MUL5300059,KIT-LIFT CYLINDER SEALS,1,D1F,1
MUL5300060,KIT-LIFT CYLINDER-for 8020330510.,1,D1F,1
MUL5300061,CLEVIS-CYLINDER ROD,1,D1F,1
MUL5300062,CLEVIS-CYLINDER ROD,1,D1F,1
MUL5300063,KIT-GASKET-UV5 SEALS,1,D1G,1
MUL5300064,KIT-GASKET-UV10 SEALS,3,D1G,1
MUL5300065,KIT-GASKET-UV30 SEALS,3,D1G,1
MUL5300066,VALVE-DIE UP-WABCO,1,D1G,1
MUL5300069,SPRING-UNWIND-SS DOUBLE,2,D1G,1
MUL5300070,SPRING,2,D1H,1
MUL5300071,BUSHING-SPACER,1,D1H,1
MUL5300072,SPROCKET-SHAPE CUTTER - 15 TEETH,3,D1H,1
MUL5300073,SPROCKET-SHAPE CUTTER,0,D1H,1
MUL5300074,SPROCKET-SHAPE CUTTER - 20 TEETH,0,D1H,1
MUL5300075,LOCK-KEYWAY-SHAPE CUTTER SHAFT,4,D1H,1
MUL5300076,SHAFT-BEARING BOLT,0,D1H,1
MUL5300077,SHAFT-BEARING BOLT,0,D1H,1
MUL5300078,COLLARED SOCKET,5,D1H,1
MUL5300079,WASHER-FLAT-NYLON,8,D1H,1
MUL5300080,BUSHING-EPOXY-ID 30-OD 36,3,D1H,1
MUL5300081,BUSHING-EPOXY-ID 25 OD 30,4,D1H,1
MUL5300082,GASKET - SEALING PLATE - set,2,D1I,1
MUL5300083,"BELT - ROAST CONVEYOR 15375"" W X 98.5"" L C/W PLASTIC LACING",,,1
MUL5300083,"BELT - ROAST CONVEYOR 15375"" W X 98.5"" L C/W PLASTIC LACING",0,D1I,1
MUL5300084,GROOVED RING 45X55X7,4,D1H,1
MUL5300085,GROOVED RING 14X24X8,4,D1H,1
MUL5300086,SPRING D49,2,,1
MUL5300087,HOSE- W/WIRE 30 I.D X 40 MMOD,7,D2FLOOR,1
MUL5300088,KNIFE - SHAPE -CUT ROUNDED TIP,13,D,1
MUL5300089,SWITCH (SAFETY) MGS88 4 WIRE,1,,1
MUL5300089 A,"BUSHING, PROX SWITCH D16 X D12 (USE WITH MUL5300089)",1,,1
MUL5300090,SEAL SNAP RING KIT (RETAINING RING/SEAL),1,,1
MUL5300091,VALVE 5/2 ,3,,1
MUL5300092,TUBULAR HEATING ELEMENT,2,,1
MUL5300093,OUTPUT BOARD - ADV TO REPAIR BOARD DO NOT ORDER NEW UNTIL ADVISED,0,,1
MUL5300094,SEW BRAKE DISC FOR BE5A/BMG2/4,1,,1
MUL5300095,SEALING DIE PLUG,1,,1
MUL5300096,PNEMATIC VALVE,1,,1
MUL5300097,PRESSURE TRANSMITTER,1,,1
MUL5300098,CODE DATER CYLINDER ,2,,1
MUL5300099,FLOW CONTROL FITTINGS FOR CODE DATER,5,,1
MUL5300100,ENCODER - COMPLETE UNIT (WITH CABLE),,,1
MUL53001005,LIGHT BARRIER (SENDING),1,,1
MUL5300101,SOCKET - CODE DATER,3,,1
MUL5300102,CYLINDER,4,,1
MUL5300103,1-WAY CONTROL VALVE ,8,,1
MUL5300104,LIGHT RECEIVER,1,,1
MUL5300105,DU BUSHING,5,,1
MUL5300106,DRILL BUSHING,5,,1
MUL5300107,Multivac cabinet Magnets,5,D1A,1
MUL5300108,MULTIVAC CHAIN LINKS (KNIFE),12,D1A,1
MV037,"AIR FILTER G1/2/7,0.003UM",1,,1
MVB001,BRAKE RESISTANCE 0.25KW 27 OHM,1,,1
MVB002,CYLINDER AWUTCH 24V 0.2A 5M,2,,1
MVB003,PALM BUTTON D1=32MM,2,,1
MVB004,PLUG ELEMENT 5/8 X 3/8,2,,1
MVB005,"5/2 VALVE 2,5 -10 BAR IP 65",2,,1
MVB006,"5/2 VALVE 2,5 -10 BAR 24V IP65",3,,1
MVB007,PASSAGE PLATE,2,,1
MVB008,PASSAGE PLATE,3,,1
MVB009,END PLATE ,1,,1
MVB010,"RUBBER PROFILE 18/4,6X T=2,4 70 NATUR",4,,1
MVB011,"VALVE 2X3/2 2,5 -10 BAR 24V IP 65",1,,1
MVB012,"VALVE 2X3/2 2,5 -10 BAR 24V IP 65",2,,1
MVB013,VALVE COVER IP 69K KAPPE SERIE CL03,2,,1
MVB014,SOLID STATE RELAY 460 V 30A,1,,1
MVB015,"TOROIDAL SEAL 60 SHORE 3,2",10,,1
MVB016,MAIN SWITCH 690V 125A,1,,1
MVB017,"MAGNETIC REED SWITCH 24V 0,5A 10W 0,14 M",5,,1
MVB018,PRESSURE KEY D1=22 GRAU IP 67,1,,1
MVB019,"REFLECTING LIGHT BUTTON 10V 30V 0,1A 10HZ MS IP 67",1,,1
MVB020,"REFLECTING LIGHT BUTTON 10V 0,025 A 10 HZ 50 MS IP 67",1,,1
MVB021,CONNECTION CABLE 30V L1=10MM,1,,1
MVB022,SAFETY RELAY 24 V 8A,3,,1
MVB023,"RELAY SOCKET L=31 B=12,7 1FACH 8POLIG",1,,1
MVB024,CONNECTION CABLE 6 ORANGE L=3MM,1,,1
MVB025,CONNECTION CABLE 4 AD 0V L=10MM,1,,1
MVB026,PRESSURE TRANSDUCER   5V 1 BAR,1,,1
MVB027,PRESSURE TRANSDUCER 5V 10 BAR,1,,1
MVB028,LIGHT BARRIER 30V 10V 50MS 0.02A IP 67,1,,1
MVB029,LIGHT BARRIER 30V 10V 1MS 10.02A IP 67,2,,1
MVB030,SAFETY CIRCUIT MODULE 24V,1,,1
MVB031,DC CONTACTOR 24V,2,,1
MVB032,"DC CONTACTOR 24V 5,5KW",1,,1
MVB033,RELAY 24V 6A,1,,1
MVB034,REALY 24V 6A,1,,1
MVB035,GREASE NFS H1 ZULASSUNG 400G,2,,1
MVB036,GREASE NFS H1 ZULASSUNG 25G,1,,1
MVB037,"AIR FILTER G1/2/7,0.003UM",1,,1
MVB038,GASKET SET S/511,3,,1
MVB039,GASKET SET 3/2 QM/20132/3/00,1,,1
MVB040,"TOROIDAL SEAL SILICON 70 SHORE 3,2",10,,1
MVB041,"RUBBER PROFILE 12/4,5X900 T=3,2 0,8",1,,1
MVB042,FUSE M4A 250V DIN 41571,5,,1
MVB043,FUSE M8A 250V,5,,1
MVB044,FUSE 4A 250V,5,,1
MVB045,FUSE 8A 250V,5,,1
MVB046,ROUND MAGNET D=7.5 L=7.5,5,,1
MVB047,PROXIMITY SWITCH  L=65 10V 30V 0.2A,3,,1
MVB048,PROXIMITY SWITCH 10V 50V 0.3A,2,,1
MVB049,THERMAL ELEMENT ,1,,1
MVB05,5/2 VALVE,2,,1
MVB050,SUCTION CUP D=35,1,,1
MVB051,SUCTION CUP D = 35,1,,1
MVB052,"AIR FILTER G1/2/7 BAR 1,5-12 BAR 0,01UM",1,,1
MVB053,"FILTER CONTROL G3/4Z 5UM,.05-7 BAR",1,,1
MVB054,ELECTRICAL CYLINDER /  MOTOR,1,,1
MVB055,CONNECTION CABLE,1,,1
MVB056,VACCUM FILTER,1,,1
MVB057,CYLINDER 2” STROKE SS,1,,1
MVB058,CYLINDER 3” STROKE,2,,1
MVB059,AIR FLOW CONTROL VALVE,6,,1
MVB060,BRNG 2 BOLT 1 iGUBAL,6,,1
MVB061,KNOB 7 LOBE 3/8 -16SS,4,,1
MVB062,INPUT PLATE 15,1,,1
MVB063,RUBBER PROFILE,4,,1
MVB064,CIRCULAR KNIFE D1-90 D2-42 H1-2,11,,1
MVB065,CYLINDER SWITCH 23 V 0.2A 10M,1,,1
MVB066,"PUNCHING PLUG , D1-8 L1-12 LANGLOCH X90CRMOV18",6,,1
MVB067,"PUNCHING PLUG D1-8,L1-12 LANGLOCH X90CEMOV18",2,,1
MVB068,HEXAGON HEAD BOLT M5 L1=6 ISO 4017 A2-70,9,,1
MVB069,SEALING GASKET,8,C9I,1
MVB070,"KNIFE ,L1=385 H1=40 B1=1 L2=101,25",3,C8I,1
MVB071,ENCODER,1,,1
MVB072,PARKER SOCKET,2,,1
MVB073,PNUMATIC VALVE 2/2,2,,1
MVB074,COMPRESSION SPRING,16,,1
MVB075,COMPRESSION SPRING,6,,1
MVB076,CYLINDRICAL SCREW,10,,1
MVB077,DIAPHRAGM,3,,1
NCD0001,"NUMBER 1/8"" ""1""",0,,1
NCD00010,"LETTER 1/8""  ""A""",0,,1
NCD00011,"LETTER 1/8""  ""C""",0,,1
NCD00012,"LETTER  ""D""",4,,1
NCD00013,"LETTER 1/8""  ""E""",0,,1
NCD00014,"LETTER 1/8""  ""F""",0,,1
NCD00015,"LETTER 1/8""  ""L""",0,,1
NCD00016,"LETTER 1/8""  ""M""",0,,1
NCD00017,"LETTER 1/8""  ""N""",0,,1
NCD00018,"LETTER 1/8""  ""O""",0,,1
NCD00019,"LETTER 1/8""  ""R""",0,,1
NCD0002,"NUMBER 1/8""  ""2""",0,,1
NCD00020,"LETTER 1/8""  ""J""",0,,1
NCD00021,"LETTER 1/8""  ""S""",0,,1
NCD00022,"LETTER 1/8""  ""U""",0,,1
NCD00023,"1/8""  ""BEST BEFORE""",1,,1
NCD00024,"1/8""  ""MEILLEUR AVANT""",1,,1
NCD00025,"1/8""   ""EST 337""",2,,1
NCD00026,"1/8""  BLANK SPACER",0,,1
NCD0003,"NUMBER 1/8""  ""3""",0,,1
NCD0004,"NUMBER 1/8""  ""4""",0,,1
NCD0005,"NUMBER 1/8""  ""5""",0,,1
NCD0006,"NUMBER 1/8""  ""6""",0,,1
NCD0007,"NUMBER 1/8""  ""7""",0,,1
NCD0008,"NUMBER 1/8""  ""8""",0,,1
NCD0009,"NUMBER 1/8""  ""9""",0,,1
NCD0010001,THERMOSTAT,0,C9C,1
NCD0010002,TYPEHOLDER,0,C9C,1
NCD0010003,PULLEY,0,C9C,1
NCD0010004,FEED ROLL,0,C9C,1
NCD0010005,"1/4"" X 1"" HEX HEAD SHOULDER BOLT FOR PRESSURE ROLL",0,C9C,1
NCD0010006,PRESSURE ROLL,0,C9C,1
NCD0010007,AIR CYLINDER REBUILD KIT,0,C9C,1
NCD0010008,INSERT ANVIL,0,C9C,1
NCD0010009,RIBBON IDLER ROLLER,0,C9C,1
NCD0010010,OUTER REEL ASSEMBLY,0,C9C,1
NCD0010011,OUTER REEL ASSEMBLY,0,C9D,1
NCD0010012,AIR CYLINDER,0,C9D,1
NCD0010013,POLY REWIND BELT,0,C9D,1
NCD0010014,GEAR DRIVE,0,C9D,1
NCD0010015,BRAKE BELT,0,C9D,1
NCD0010016,REWIND SPRING,0,C9D,1
NCD0010017,HEATER,0,C9D,1
NCD0010018,ADJUSTMENT SPINDLE,0,C9D,1
NCD0010019,MAGNET,0,C9D,1
NCD0010020,NEEDLE ROLLER CLUTCH BRG,0,C9D,1
NCD0010021,BEARING,4,C9E,1
NCD0010023,SHUTTLE,0,C9E,1
NCD0010024,CAM FOLLOWER,3,C9E,1
NCD0010025,CAM FOLLOWER,0,C9E,1
NCD0020001,"BLANK LOGO 1/4"" X .125""",0,C9E,1
NCD0020002,NUMBER LOGO - 0,0,C9E,1
NCD0020003,NUMBER LOGO - 1,0,C9E,1
NCD0020004,NUMBER LOGO - 2,0,C9E,1
NCD0020005,NUMBER LOGO - 3,0,C9F,1
NCD0020006,NUMBER LOGO - 4,0,C9F,1
NCD0020007,NUMBER LOGO - 5,0,C9F,1
NCD0020008,NUMBER LOGO - 6,0,C9F,1
NCD0020009,NUMBER LOGO - 7,0,C9F,1
NCD0020010,NUMBER LOGO - 8,0,C9F,1
NCD0020011,NUMBER LOGO - 9,0,C9F,1
NCD0020012,USE BEFORE LOGO,1,C9F,1
NCD0020013,JANUARY - 25TN,3,C9E,1
NCD0020014,FEBRUARY - 25TN,2,C9E,1
NCD0020015,MARCH - 25TN,1,C9E,1
NCD0020016,APRIL - 25 TN,3,C9E,1
NCD0020017,MAY - 25TN,2,C9E,1
NCD0020018,JUNE - 25TN,2,C9E,1
NCD0020019,JULY - 25TN,2,C9E,1
NCD0020020,AUGUST - 25TN,2,C9E,1
NCD0020021,SEPTEMBER - 25TN,0,C9E,1
NCD0020022,OCTOBER - 25TN,2,C9E,1
NCD0020023,NOVEMBER - 25TN,1,C9E,1
NCD0020024,DECEMBER - 25TN,0,C9E,1
NCD0020026,"LETTER LOGO - ""B"" ",4,C9F,1
NCD0020027,"LETTER-LOGO ""D""",0,C9F,1
NCD0020028,BEST BEFORE ENGLISH,2,,1
NCD0020029,BEST BEFORE FRENCH,2,,1
NCD0020030,BALL & ROLLER BEARING R4A 2RS,0,,1
NITRITE,NITRITE STRIPS (PKG 75),,,1
NITRITE,NITRITE STRIPS (PKG 75),42,,1
NOR100,RG 100,2,,1
NOR210,B-210,1891,,1
NOR320,B-320,4405,,1
NOR400,RG 400,1,,1
NOR401,B 401,500,,1
NOR412,RG-412,48,,1
NOR500,RG 500,3,,1
NOR510,RG 510,3,,1
NOR540,RG 540,3,,1
NORA,BIOCIDE A,284,,1
NORB,BIOCIDE B,244,,1
NORT301,T 301,861,,1
NOT01,S/S B-BEARING INSERT WITH FLANGE HOUSING ,4,,1
NOT02,STEM & SPOOL FOR VICKERS SOLINOIDE VALVE - 6VS-20-C-0-000,1,,1
NOZZLE,HIGH PRESSURE GUN - BLACK,,,1
NOZZLE,HIGH PRESSURE GUN - BLACK,8,,1
O/S-CAULKING,,,,1
O/S-CONCRETE,,,,1
O/S-DOORS,,,,1
O/S-ELEC,,1,,1
O/S-FAB,,,,1
O/S-FLOOR,,,,1
O/S-GARBAGE,,,,1
O/S-HVAC,,1,,1
O/S-INSULATION,,,,1
O/S-MECH,,3,,1
O/S-PAINT,,,,1
O/S-REFRIG,,1,,1
